ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,Unnamed: 14
1783953113,An Act of Love - The Story of Rev. Frank Schaefer,Documentary,Film & Video,USD,2014-03-20,75000.0,2014-02-18 16:07:48,75261.82,successful,476,US,75261.82,75261.82,
576337053,The Mural: a novel,Fiction,Publishing,USD,2013-11-08,5000.0,2013-10-09 00:42:57,150.0,failed,3,US,150.0,150.0,
943806048,Kookie Jar Kid Show,Music,Music,USD,2015-04-30,8500.0,2015-03-13 16:58:37,0.0,undefined,0,"N,0""",,0.0,
535405412,A Bra for Small Boobs: The Pepper 'ALL-YOU' Bra,Apparel,Fashion,USD,2017-04-26,10000.0,2017-04-12 12:54:53,47320.0,successful,952,US,14588.0,47320.0,
554646853,Firehouse.,Documentary,Film & Video,USD,2015-07-05,15000.0,2015-06-05 00:13:14,210.0,failed,5,US,210.0,210.0,
2115081341,Smellin' Up the Den,Performance Art,Art,USD,2013-07-17,1001.0,2013-06-17 16:24:35,1201.0,successful,18,US,1201.0,1201.0,
1486681623,auris magsnap: Unique Magnetic Docking System for the iPhone,Product Design,Design,USD,2016-04-23,20000.0,2016-03-07 19:00:25,7049.0,canceled,124,US,7049.0,7049.0,
626626329,Ordinary people and their pets Cats Dogs others,Art,Art,USD,2015-02-18,120.0,2015-01-19 16:33:29,0.0,failed,0,US,0.0,0.0,
1834777906,Realistic Desert and Beverage Candles,Crafts,Crafts,USD,2013-10-30,1000.0,2013-09-30 21:46:02,31.0,failed,3,US,31.0,31.0,
781853142,Devil's Bluff - 9v1 Murder-Mystery w/ music by Jake Kaufman,Video Games,Games,USD,2014-12-21,66600.0,2014-11-21 22:03:19,24307.84,failed,350,US,24307.84,24307.84,
730628365,Spellforce 2 - Master of War (Cardgame),Video Games,Games,EUR,2017-03-27,220.0,2017-02-25 21:28:55,39.0,failed,3,DE,0.0,41.694730427531354,
918887150,Metaloyd,Rock,Music,CAD,2014-12-25,7000.0,2014-11-25 23:35:55,0.0,failed,0,CA,0.0,0.0,
1194944944,Malika - Warrior Queen Part Two,Graphic Novels,Comics,USD,2017-11-20,6500.0,2017-10-24 16:06:18,13987.0,successful,345,US,3581.0,13987.0,
1830943593,John Forcinelli's Procrastination Celebration (Canceled),Performance Art,Art,USD,2013-01-31,3500.0,2013-01-01 12:21:58,725.0,canceled,16,US,725.0,725.0,
290115227,Da Paper Chase,Hip-Hop,Music,USD,2014-09-01,5000.0,2014-08-27 18:48:42,0.0,failed,0,US,0.0,0.0,
1194780143,Lazy Day Lures!,Crafts,Crafts,USD,2015-01-09,1500.0,2014-11-25 23:03:58,1.0,failed,1,US,1.0,1.0,
1851026505,Emerald August's Guide to All Things Goldfish,Children's Books,Publishing,USD,2017-09-01,2800.0,2017-07-23 04:33:32,187.0,failed,8,US,135.0,187.0,
1949915665,Echo & Drake - Be our Record Label,Indie Rock,Music,USD,2014-02-08,5000.0,2014-01-11 03:12:46,6010.0,successful,69,US,6010.0,6010.0,
1685936433,Sarah Alden's Solo CD,Country & Folk,Music,USD,2012-04-09,3000.0,2012-03-10 03:02:34,3780.0,successful,87,US,3780.0,3780.0,
218791413,Voyager Street Media (Canceled),Music,Music,USD,2015-05-02,500.0,2015-04-02 02:36:58,51.0,canceled,2,US,51.0,51.0,
965668908,Dead Donkey Volume 1,Graphic Novels,Comics,USD,2017-04-07,500.0,2017-02-06 18:32:54,515.0,successful,11,US,30.0,515.0,
1516773278,My culinary passion needs a home,Restaurants,Food,CAD,2017-07-01,1000.0,2017-06-01 15:36:21,325.0,failed,2,CA,0.0,250.501002004008,
1645251822,A Man I Met: Short Film,Shorts,Film & Video,USD,2012-07-20,5000.0,2012-06-20 22:37:18,5280.0,successful,77,US,5280.0,5280.0,
1872366357,Personal Growth CraftWorks,Glass,Crafts,USD,2015-06-19,10000.0,2015-05-05 05:41:42,130.0,failed,2,US,130.0,130.0,
1088243157,"""Sunken Tunnels"" - LMU Student Documentary (Canceled)",Documentary,Film & Video,USD,2010-04-27,535.0,2010-03-26 00:52:02,0.0,canceled,0,US,0.0,0.0,
1461088090,Documentary to Save the Middle Class in America,Documentary,Film & Video,USD,2010-11-21,5500.0,2010-10-22 01:22:33,50.0,failed,2,US,50.0,50.0,
2114304396,"Johnsen's ""Off Da Chain"" Barbecue Sauce",Food,Food,USD,2015-09-16,7500.0,2015-08-02 02:01:57,7500.0,successful,34,US,7500.0,7500.0,
1054931033,Monster Feast,Animation,Film & Video,USD,2012-10-06,2000.0,2012-09-06 18:33:16,2210.37,successful,72,US,2210.37,2210.37,
1856743219,Uncommon Voices,Documentary,Film & Video,USD,2011-09-18,12000.0,2011-08-04 19:04:45,431.0,failed,14,US,431.0,431.0,
289779472,Me in a Tree's Mobile Game for building family values,Video Games,Games,CAD,2013-10-17,114600.0,2013-09-12 17:54:55,555.0,canceled,12,CA,536.26089675,539.044289044289,
841026829,Sentinels: The Art of Chris Kohler,Illustration,Art,USD,2017-08-05,200.0,2017-07-06 00:23:59,997.0,successful,16,US,280.0,997.0,
1630134986,"Dragon Brew - Make Beer, Not War!",Tabletop Games,Games,USD,2017-03-04,25000.0,2017-01-31 05:04:59,50466.07,successful,829,US,11589.0,50466.07,
940625648,The Pre-Trial Release Campaign,Hip-Hop,Music,USD,2014-07-24,15000.0,2014-06-24 16:29:55,15.0,failed,2,US,15.0,15.0,
2116371904,Harley Quinn Art Prints,Digital Art,Art,USD,2016-02-07,200.0,2016-01-23 00:20:15,511.0,successful,22,US,511.0,511.0,
20446296,Water Retention Treatment  -  SAVE WATER - HydroLock,Technology,Technology,USD,2015-05-09,20000.0,2015-04-09 20:02:58,492.0,canceled,15,US,492.0,492.0,
1144815343,Bring The Love,Indie Rock,Music,USD,2011-12-31,350.0,2011-11-15 18:29:24,370.0,successful,13,US,370.0,370.0,
1650636750,A Father's All - A book about fatherhood,Nonfiction,Publishing,CAD,2017-05-01,3500.0,2017-03-02 19:44:06,0.0,failed,0,CA,0.0,0.0,
1261588935,Chris James is Recording a Brand New EP!!!,Country & Folk,Music,USD,2013-07-10,1500.0,2013-06-12 01:01:07,20.0,failed,2,US,20.0,20.0,
1452188681,Brew Blanket,Gadgets,Technology,USD,2015-12-16,20000.0,2015-11-16 20:51:12,239.0,failed,2,US,239.0,239.0,
745212926,Within,Theater,Theater,USD,2011-06-22,1600.0,2011-05-23 04:03:54,1730.0,successful,54,US,1730.0,1730.0,
1480623078,"History Of Football Management Simulations (SNES, Sega, PC.)",Nonfiction,Publishing,GBP,2014-10-10,5000.0,2014-08-11 17:04:07,415.0,canceled,13,GB,696.1708913,665.4160052591916,
438096792,I want to put the class and elegance into rainwear!,Apparel,Fashion,USD,2015-03-25,40000.0,2015-02-23 18:34:32,550.0,canceled,9,US,550.0,550.0,
1040188617,Just the Ticket (Canceled),Tabletop Games,Games,GBP,2016-04-28,1000.0,2016-03-29 23:31:56,849.0,canceled,83,GB,1199.02044771,1240.7745706978446,
646624899,Human Wreckage,Shorts,Film & Video,USD,2013-10-01,4000.0,2013-09-04 23:34:20,430.0,failed,10,US,430.0,430.0,
1695686604,GLADSTONE'S SCHOOL FOR WORLD CONQUERORS 2,Comics,Comics,USD,2013-05-13,6000.0,2013-04-13 17:11:10,10012.0,successful,364,US,10012.0,10012.0,
1622678630,Apimaye hives from Turkey to help Save the Bees,Food,Food,USD,2016-02-09,22000.0,2016-01-09 18:56:11,4.0,failed,4,US,4.0,4.0,
1275690185,Death For Food (Canceled),Photography,Photography,USD,2014-01-31,50000.0,2014-01-01 08:25:30,2280.0,canceled,21,US,2280.0,2280.0,
2128304196,IDACO nyc - Italian DAnce COnnection,Performances,Dance,USD,2016-05-23,3000.0,2016-04-15 17:27:50,3020.0,successful,37,US,3020.0,3020.0,
1877621864,Touch Card Security,Technology,Technology,MXN,2017-01-16,100000.0,2016-12-17 02:33:15,0.0,failed,0,MX,0.0,0.0,
259504038,Em.Me.Ma Boutique,Apparel,Fashion,CAD,2014-11-20,2500.0,2014-09-21 07:13:05,2758.0,successful,54,CA,2516.9010181,2449.378330373002,
90490113,Centro Christmas EP (Bilingual),Faith,Music,USD,2014-12-20,2100.0,2014-12-07 00:48:36,3220.0,successful,38,US,3220.0,3220.0,
1529874276,PREP: Pet Rescue Evac Pack / A pet smoke proof carrier,Product Design,Design,CAD,2018-01-28,25000.0,2017-11-29 22:03:11,698.0,live,7,CA,221.05926702,557.5525201693426,
1869894147,Tyroze: 3 in 1 Premium Urban Bag With Lifetime Guarantee,Product Design,Design,GBP,2016-11-05,800.0,2016-10-06 17:06:59,2524.0,successful,23,GB,1123.76729556,3195.260279521977,
177150098,The Gay Mob (Theatrical Production),Theater,Theater,USD,2011-11-26,2000.0,2011-09-27 22:41:30,156.0,failed,5,US,156.0,156.0,
1340950616,Words From The Lens,Poetry,Publishing,USD,2016-04-03,2500.0,2016-03-04 01:05:33,40.0,failed,2,US,40.0,40.0,
1397308129,BOWERBAGS (Canceled),Product Design,Design,USD,2014-07-01,115000.0,2014-05-22 09:24:58,45160.0,canceled,137,US,45160.0,45160.0,
798398896,Tempus bespoke jewellery (jewelry) range,Jewelry,Fashion,GBP,2014-09-09,10000.0,2014-08-05 23:22:09,5498.0,failed,19,GB,9250.4883624,8924.745146419064,
964561026,May Madballerz Toor,Music,Music,USD,2012-05-13,500.0,2012-04-23 21:49:40,526.0,successful,14,US,526.0,526.0,
2094212991,"Stereo Kela's Music Video for ""Dominatrix""",Electronic Music,Music,GBP,2014-09-28,600.0,2014-09-21 00:03:20,600.0,successful,5,GB,989.374122,963.9793065775522,
1548853968,BLONDETOURAGE,Comedy,Film & Video,USD,2017-05-12,2500.0,2017-03-13 18:39:28,0.0,canceled,0,US,0.0,0.0,
2137719629,Richie babas studio,Music,Music,CAD,2015-05-24,800.0,2015-04-14 03:22:29,1.0,failed,1,CA,0.79566712,0.8036647110825363,
1295350306,TingTong,Food Trucks,Food,USD,2016-12-08,20000.0,2016-11-08 23:56:46,110.0,failed,3,US,0.0,110.0,
1160076385,Book Content Ratings,Web,Technology,USD,2015-11-13,1000.0,2015-10-14 16:57:03,1002.0,successful,9,US,1002.0,1002.0,
2072315695,Culver City Chamber Orchestra Centennial Concert,Classical Music,Music,USD,2017-04-23,4000.0,2017-03-24 18:04:16,310.0,failed,5,US,50.0,310.0,
1637493667,The Lost World (Project Crynosaurs),Video Games,Games,USD,2012-05-31,300000.0,2012-05-01 21:00:12,911.0,failed,39,US,911.0,911.0,
1166937627,UBT first 7,Fashion,Fashion,USD,2014-02-09,100000.0,2013-12-11 01:12:26,15.0,failed,3,US,15.0,15.0,
1258658357,Inherent,Action,Film & Video,USD,2015-12-17,500.0,2015-11-17 10:07:23,0.0,failed,0,US,0.0,0.0,
145669356,"HoneySuckle Ridge Debut Album  ""Feels Good to be Country""",Music,Music,USD,2013-07-19,25000.0,2013-06-19 06:01:49,2817.0,failed,47,US,2817.0,2817.0,
474885383,the SPECTRUM deck playing cards,Tabletop Games,Games,USD,2012-03-20,3000.0,2012-02-19 02:31:10,21141.53,successful,476,US,21141.53,21141.53,
1045951767,Attack On Kitten,Video Games,Games,USD,2017-04-25,50000.0,2017-03-21 16:03:50,9049.0,failed,203,US,4385.0,9049.0,
1408841618,Handcrafted sculptures for home and garden,Sculpture,Art,EUR,2015-11-19,2500.0,2015-10-20 11:46:33,0.0,failed,0,DE,0.0,0.0,
513109483,A CARICATURE A DAY (Canceled),Art,Art,USD,2013-09-10,5000.0,2013-08-11 23:16:59,0.0,canceled,0,US,0.0,0.0,
972244175,"""SMS LIFE""... short film needs you!",Shorts,Film & Video,GBP,2013-11-18,4400.0,2013-10-21 19:00:18,0.0,failed,0,GB,0.0,0.0,
228686533,Siege of Verdan. Unite Verdan any way you can! (Canceled),Tabletop Games,Games,USD,2014-11-21,29050.0,2014-10-21 13:10:14,6094.5,canceled,44,US,6094.5,6094.5,
1686451487,Dzanc Books rEprint Series,Fiction,Publishing,USD,2012-05-19,3500.0,2012-04-09 17:33:46,4664.44,successful,80,US,4664.44,4664.44,
1738376527,THE BLOOD STRIPE - Post Finishing SUPER STRETCH GOAL,Thrillers,Film & Video,USD,2014-12-10,65000.0,2014-11-10 17:56:31,115170.0,successful,611,US,115170.0,115170.0,
925672371,The Soul Shepherd Saga,Fiction,Publishing,USD,2014-02-27,5000.0,2014-01-28 02:44:07,200.0,failed,1,US,200.0,200.0,
776540943,"Alice Mode, read your clothes",Ready-to-wear,Fashion,EUR,2017-04-19,30000.0,2017-03-15 11:15:14,222.0,failed,5,IT,158.74520941,237.496656860123,
1018822517,Massive LEGO Truman Sports Complex,Sculpture,Art,USD,2014-08-21,16137.0,2014-07-19 23:53:29,1.0,failed,1,US,1.0,1.0,
2010323341,Seven Points Forge by the Bay,DIY,Crafts,USD,2014-09-25,10000.0,2014-07-28 20:01:49,42.0,failed,5,US,42.0,42.0,
1285252751,The Five Cyclones,Tabletop Games,Games,EUR,2017-03-28,4500.0,2017-02-16 00:06:37,5039.0,successful,38,IT,1617.08421312,5387.172990367448,
1626886253,Happy Hands Hygiene Pals,Animation,Film & Video,USD,2015-08-10,300.0,2015-07-11 01:39:27,0.0,failed,0,US,0.0,0.0,
2111511552,Ghost Pirate Cruise on the Hudson Sept. 3rd,Plays,Theater,USD,2016-08-29,2825.0,2016-08-19 22:30:46,211.0,failed,6,US,35.0,211.0,
1759898703,Deku Shield,Art,Art,USD,2014-07-31,300.0,2014-07-11 21:07:39,4620.0,successful,81,US,4620.0,4620.0,
2072951653,RiftWalker TD,Video Games,Games,USD,2014-01-22,20000.0,2013-12-13 06:43:18,2522.0,failed,66,US,2522.0,2522.0,
1009705968,New Music for Worship by Tangled Blue,Music,Music,USD,2010-05-10,7000.0,2010-03-31 01:01:59,7060.0,successful,38,US,7060.0,7060.0,
383352922,Get Down with The New Groovement! FUNK-A-FIZE,R&B,Music,CAD,2015-04-29,5000.0,2015-03-29 01:13:44,8162.0,successful,88,CA,6534.63954528,6790.3494176372715,
488877306,"PadPivot, lap & desk stand for your iPad,Tablet, or E-reader",Product Design,Design,USD,2011-03-14,10000.0,2011-01-13 10:04:25,190352.29,successful,4823,US,190352.29,190352.29,
792369122,Transgenesis Comic #1,Comic Books,Comics,USD,2017-03-16,3000.0,2017-02-15 07:03:14,3500.0,successful,125,US,592.0,3500.0,
928961840,"eyewash, Brooklyn's migratory gallery",Public Art,Art,USD,2015-06-27,5000.0,2015-05-27 20:39:16,5817.0,successful,77,US,5817.0,5817.0,
979952319,"The ""Clean Up Fracking"" Project.",Technology,Technology,USD,2016-06-05,36000.0,2016-04-26 21:50:47,0.0,failed,0,US,0.0,0.0,
662519250,"""Art Almighty"" One Direction Fan Coloring Book",Art,Art,USD,2016-05-15,5500.0,2016-03-16 18:38:07,935.0,failed,42,US,935.0,935.0,
1333496714,Mycelium Voice - Speakers Made from Mushrooms,Product Design,Design,USD,2016-03-31,3000.0,2016-03-01 03:40:34,89.0,failed,3,US,89.0,89.0,
543890157,RoVaPaste 3D Printer - 3D Print any food or paste material,Hardware,Technology,CAD,2014-10-08,25000.0,2014-09-10 05:20:21,11175.0,canceled,28,CA,10264.516875,9980.35187996785,
1433243418,"iPad Sling Bag aka ""iBag Sling""",Fashion,Fashion,USD,2012-08-11,8899.0,2012-07-12 02:48:36,154.0,failed,5,US,154.0,154.0,
1581719066,Rescue Cats Comic: Kung Fu Special,Comic Books,Comics,USD,2016-08-08,3400.0,2016-07-09 07:42:57,1880.0,failed,54,US,815.0,1880.0,
2046180534,Hidden Life of the Harajuku,People,Photography,AUD,2014-07-27,3000.0,2014-06-17 09:26:40,1.0,failed,1,AU,0.93956793,0.92824654228163,
1852942608,3 GHOSTS,Narrative Film,Film & Video,USD,2013-02-26,22000.0,2013-01-24 07:10:04,3570.0,failed,17,US,3570.0,3570.0,
2013530927,Bracelet Hooker,Product Design,Design,SEK,2015-07-17,120000.0,2015-06-17 16:55:50,1460.0,failed,14,SE,178.65599519999995,170.14928851958462,
240417812,"The Earth Has Music, So People Can Escape.",Music,Music,CAD,2017-06-03,7000.0,2017-04-24 00:19:47,12.0,failed,3,CA,0.0,8.882966910948257,
1657936678,Refugee Kids,Documentary,Film & Video,USD,2017-04-10,1100.0,2017-04-03 23:09:08,1321.0,successful,36,US,306.0,1321.0,
138102318,Pursuits Of Whimsey (Canceled),Poetry,Publishing,USD,2011-11-26,6000.0,2011-10-29 20:28:10,1425.0,canceled,41,US,1425.0,1425.0,
1813193308,How To Make Money From Telemarketers,Nonfiction,Publishing,USD,2015-05-09,5000.0,2015-04-09 17:18:15,0.0,failed,0,US,0.0,0.0,
1378036564,Buddy (Strategically Placed Mirrors) is recording a new CD!,Music,Music,USD,2013-05-11,500.0,2013-04-11 23:45:52,40.0,failed,3,US,40.0,40.0,
2064122600,Biojito - Biological non-alcoholic mojito,Drinks,Food,EUR,2015-09-24,1000.0,2015-08-25 20:38:16,42.0,failed,2,NL,48.13720464,46.83422913089052,
1652897724,A War of Kings - Playing cards with a fantasy art twist.,Tabletop Games,Games,USD,2013-09-07,10500.0,2013-08-08 17:46:27,13018.0,successful,520,US,13018.0,13018.0,
202892747,Foster Packs,Design,Design,USD,2017-07-05,10000.0,2017-05-06 18:57:35,0.0,failed,0,US,0.0,0.0,
273885844,Photography in the North West (Canceled),Photography,Photography,USD,2015-04-03,2500.0,2015-03-04 23:15:32,0.0,canceled,0,US,0.0,0.0,
712378297,AdjustaVent Universal HVAC Grill with Filter,Product Design,Design,USD,2016-07-25,25000.0,2016-06-25 20:29:46,95.0,canceled,4,US,95.0,95.0,
1037579427,Help Buy Gemstones for Positive Energy Bracelets,Jewelry,Fashion,CAD,2014-08-03,999.0,2014-07-08 20:59:12,1.0,failed,1,CA,0.93809774,0.9160864785635764,
30422952,Sprai Apparel: Lifestyle,Fashion,Fashion,USD,2014-02-23,5000.0,2014-01-24 18:00:53,5754.0,successful,141,US,5754.0,5754.0,
857896325,"Bees 4life/ community farms,bee sanctuary,CSA/CNG",Food,Food,USD,2014-04-26,940.0,2014-03-12 21:23:44,970.0,successful,19,US,970.0,970.0,
1818608619,DECOLONIZING NAHUA/MEXICA/AZTEC CHILDRENï¿½S LITERATURE,Nonfiction,Publishing,USD,2014-01-04,1000.0,2013-12-08 22:01:47,1090.0,successful,33,US,1090.0,1090.0,
56215985,"""From a Piano Room"" an album by Last Flowers",Indie Rock,Music,USD,2012-11-10,5000.0,2012-09-11 02:57:20,310.0,failed,7,US,310.0,310.0,
1441748510,The American Dream,Video Games,Games,USD,2012-05-11,45000.0,2012-04-11 14:30:16,2992.0,failed,50,US,2992.0,2992.0,
1585513411,A Journey Back,Documentary,Film & Video,USD,2012-04-14,250000.0,2012-03-15 21:57:14,0.0,failed,0,US,0.0,0.0,
594587720,CompaBrew - Semi automated small batch brewing system,Hardware,Technology,DKK,2017-02-28,150000.0,2017-01-23 21:19:38,37.0,failed,1,DK,0.0,5.2585202239845374,
1634819762,"Homeless in Atlanta ""The Untold Stories""",Nonfiction,Publishing,USD,2012-01-19,30000.0,2011-12-20 21:44:05,25.0,failed,1,US,25.0,25.0,
969458496,40Eighty,Periodicals,Publishing,USD,2015-02-14,10000.0,2015-01-15 20:12:20,1.0,failed,1,US,1.0,1.0,
1450886637,Shamina is Recording!,Music,Music,USD,2013-07-11,9000.0,2013-06-11 02:52:06,10060.0,successful,138,US,10060.0,10060.0,
479836619,Hemlock- A new album of early music and unreleased tracks!,Rock,Music,USD,2012-02-16,5000.0,2012-01-17 21:45:20,1595.34,failed,35,US,1595.34,1595.34,
1739360546,"The Way of Tree, Shadow & Flame for The Secret Fire",Tabletop Games,Games,USD,2013-06-14,3000.0,2013-04-30 18:02:13,5170.0,successful,102,US,5170.0,5170.0,
1538385896,Bar It Up (bar tables),Woodworking,Crafts,USD,2016-06-25,5000.0,2016-05-27 03:20:07,0.0,failed,0,US,0.0,0.0,
1315706178,Sback - The Shirt Backpack,Fashion,Fashion,USD,2012-10-02,3000.0,2012-08-23 05:13:30,83.0,failed,2,US,83.0,83.0,
562304098,I California MotoVlog,Film & Video,Film & Video,USD,2015-05-21,30.0,2015-04-17 19:50:13,0.0,failed,0,US,0.0,0.0,
1389202022,The Secrets of 7s,Publishing,Publishing,USD,2015-04-01,225.0,2015-03-17 20:49:48,324.0,successful,9,US,324.0,324.0,
633399144,DUD CLOTHING: Extreme Sports Brand,Product Design,Design,GBP,2015-03-12,10000.0,2015-02-12 10:34:20,1.0,failed,1,GB,1.52507839,1.4780873549626783,
1695555967,The Mystical Journey of Le Zouave Jacob from Napoleon to God,Nonfiction,Publishing,USD,2014-06-18,5300.0,2014-05-19 05:30:05,350.0,canceled,2,US,350.0,350.0,
189265028,QUARANTINE.Hanged Man Media's first scifi action web series.,Webseries,Film & Video,USD,2013-02-27,1000.0,2013-01-08 00:19:23,310.0,failed,6,US,310.0,310.0,
361037142,Limitless Table - Custom Design your own coffee table,Product Design,Design,USD,2013-07-29,10000.0,2013-06-29 05:52:10,1469.0,failed,10,US,1469.0,1469.0,
1755257730,Ultimate Cat Tree House - NW Cat Furniture,Design,Design,USD,2015-08-21,50000.0,2015-07-07 20:46:56,1603.0,failed,3,US,1603.0,1603.0,
73004701,Cleveland Outreach through Great Lakes Light Opera (GLLO),Classical Music,Music,USD,2013-06-12,1100.0,2013-05-29 23:06:23,1332.0,successful,23,US,1332.0,1332.0,
1828675926,National Treasure: A Burning Man C.O.R.E. Project,Sculpture,Art,USD,2012-08-12,8000.0,2012-07-13 18:02:49,8107.0,successful,63,US,8107.0,8107.0,
1664505042,Sheps dream,Woodworking,Crafts,USD,2014-09-09,65.0,2014-08-10 07:47:27,15.0,failed,2,US,15.0,15.0,
1727650088,Wayward Sisters: An Anthology of Monstrous Women,Anthologies,Comics,CAD,2017-11-10,18000.0,2017-10-11 08:13:44,35646.5,successful,1073,CA,123.72424415,28134.569850039465,
1660812330,Sport Team Fan Necklaces,Fashion,Fashion,USD,2014-06-16,5250.0,2014-04-17 23:04:44,30.0,failed,1,US,30.0,30.0,
1806702106,Radiant Union Worship Album,Faith,Music,USD,2015-12-23,6500.0,2015-11-23 20:59:03,855.0,failed,16,US,855.0,855.0,
139596297,Southern Skies Album Pre-release Fundraiser - Gabriel Tajeu,Music,Music,USD,2016-05-03,3000.0,2016-03-31 18:26:06,4196.0,successful,0,"N,0""",,4196.0,
718045627,The Salima Project: A Documentary of Theatre & Development,Documentary,Film & Video,USD,2013-04-14,15000.0,2013-03-12 16:16:37,2710.0,failed,41,US,2710.0,2710.0,
1380300956,SemiViral,Fiction,Publishing,USD,2015-01-08,4000.0,2014-12-19 18:03:32,0.0,failed,0,US,0.0,0.0,
560065588,Holidaze - The All-Krampus Spectacular,Comics,Comics,USD,2017-12-17,600.0,2017-11-17 15:34:53,850.0,successful,47,US,453.0,850.0,
976408858,Help Save Our Garden,Food,Food,USD,2012-03-09,800.0,2012-02-08 22:57:40,1170.64,successful,49,US,1170.64,1170.64,
530360154,Glif - iPhone 4 Tripod Mount & Stand,Product Design,Design,USD,2010-11-03,10000.0,2010-10-04 03:45:18,137417.11,successful,5273,US,137417.11,137417.11,
323069604,Optical Reaction Study,Digital Art,Art,USD,2012-04-06,3000.0,2012-03-07 18:02:07,131.0,failed,3,US,131.0,131.0,
1901758336,Pianoforte - Debut Album,Music,Music,CAD,2014-10-08,5000.0,2014-09-08 16:00:05,5010.0,undefined,0,"N,0""",,4474.4127891399485,
977934762,Daley's Doggie NOSH,Food,Food,USD,2015-04-01,10000.0,2015-03-10 00:58:32,0.0,failed,0,US,0.0,0.0,
549448774,"Son of a Booshie Polish Sausage, Giant Pierogi and more.",Restaurants,Food,USD,2017-09-30,5000.0,2017-08-01 21:17:12,5401.0,successful,75,US,170.0,5401.0,
25819174,Bee FLY Ski & Snowboard wax made from 100% beeswax,Installations,Art,USD,2015-10-30,45000.0,2015-10-14 18:40:56,11.0,failed,2,US,11.0,11.0,
436846296,The Last Pack,Shorts,Film & Video,USD,2012-10-13,35000.0,2012-08-15 09:24:05,4174.0,failed,80,US,4174.0,4174.0,
298805116,A Notion of Home: Documentary on a Filipina Domestic Worker,Documentary,Film & Video,USD,2016-09-29,10000.0,2016-08-31 18:18:52,10509.0,successful,126,US,79.0,10509.0,
1457595345,Collapse-A-Cup,Product Design,Design,USD,2014-12-05,20000.0,2014-11-05 13:33:22,1407.0,failed,27,US,1407.0,1407.0,
2046810656,An Unquiet Child ( Life and times of a Cold War Warrior ).,Nonfiction,Publishing,GBP,2017-04-21,7000.0,2017-04-07 15:03:34,11.0,failed,2,GB,0.0,14.056070944823531,
1203194629,NZO - Intelligent Headset,Gadgets,Technology,CAD,2014-08-10,3500.0,2014-07-11 21:58:51,71.0,failed,5,CA,66.63513229,65.13761467889908,
601174777,LIGHTSPREAD ARTS: Bringing Visionary Art to the People!,Painting,Art,USD,2013-07-26,5000.0,2013-06-26 00:04:42,396.0,failed,11,US,396.0,396.0,
